text,label,cleaned_text
"This game is complete ♥♥♥♥♥♥♥♥, full of trollers and idiots that cant play and when you have idiot that cant play what the game do? Gives you -500 for losing THANKS ALOT FOR GIVING ME -500 WHEN I HAD 34kills.",0,this game is complete  full of trollers and idiots that cant play and when you have idiot that cant play what the game do? gives you 500 for losing thanks alot for giving me 500 when i had 34kills.
tonssssssss of cheaters valve you need to get a grip on this......,0,tonssssssss of cheaters valve you need to get a grip on this......
am feeling thank you,0,am feeling thank you
game stole my money and gave me cancer,0,game stole my money and gave me cancer
full of cheats and sweats,0,full of cheats and sweats
LOVE THE GAME <3,1,love the game 3
I am pro from Pluto,1,i am pro from pluto
"Great graphics, no bugs, very fun.",1,great graphics no bugs very fun.
im bad at it and people are very mean on here :(,0,im bad at it and people are very mean on here
"♥♥♥♥♥♥♥ cheter game go ♥♥♥♥ your self with this ♥♥♥♥♥♥♥♥ ping fps candoms joban nx jumis blet
",0,cheter game go  your self with this  ping fps candoms joban nx jumis blet
this game is good it just cheater who ruin it cuz i dint have much skin so my lobby is low trust factor. u need to buy skin to up ur trust factor! what a joke. pls valve fix ur anti cheat,0,this game is good it just cheater who ruin it cuz i dint have much skin so my lobby is low trust factor. u need to buy skin to up ur trust factor! what a joke. pls valve fix ur anti cheat
"Deathmatch full of bots. Cheaters everywhere. Hit detection feels terrible, dying around corners constantly. Same stale maps for a decade. Matchmaking is awful, griefers and cheaters in every other game. Instead of fixing any of it, here's another case to open. 

Give russians and turks their own server they dont communicate or have any intention of winning with anyone who doesnt share a common language



",0,"deathmatch full of bots. cheaters everywhere. hit detection feels terrible dying around corners constantly. same stale maps for a decade. matchmaking is awful griefers and cheaters in every other game. instead of fixing any of it here's another case to open. 

give russians and turks their own server they dont communicate or have any intention of winning with anyone who doesnt share a common language"
"Volvo, Bring back CSGO official server  Cant play this ♥♥♥♥♥♥ game anymore",1,volvo bring back csgo official server  cant play this  game anymore
it will ruin your life,0,it will ruin your life
i wouldnt bother because its filled with cheaters and they dont do anything about it,0,i wouldnt bother because its filled with cheaters and they dont do anything about it
"Open it up

Load into normal competitive match

Get Mirage

Try to peek mid

Open tiktok and wait for round to finish

Very good game recommend to everyone",0,"open it up

load into normal competitive match

get mirage

try to peek mid

open tiktok and wait for round to finish

very good game recommend to everyone"
Full of cheaters and child molesters. Otherwise it's great!,0,full of cheaters and child molesters. otherwise it's great!
"honestly this game is unplayable, so many cheaters
on deathmatch you will have 50% of bots and im not even exaggerating 
glad i sold everything i had",0,"honestly this game is unplayable so many cheaters
on deathmatch you will have 50 of bots and im not even exaggerating 
glad i sold everything i had"
You download this free game. You shoot people. You level up. You get stuff. You sell that stuff. You get money. It's not a lot but it's actual money. Like WTF. Best game ever.,1,you download this free game. you shoot people. you level up. you get stuff. you sell that stuff. you get money. it's not a lot but it's actual money. like wtf. best game ever.
rick. rick. rick and mortis,1,rick. rick. rick and mortis
"hello my dearest readers. i will never reccomend this game for anybody. every day i hop on excepting a nice amtch with my friends but then i always get these absolute braindead teammates. and every day i will close this game sad,",0,hello my dearest readers. i will never reccomend this game for anybody. every day i hop on excepting a nice amtch with my friends but then i always get these absolute braindead teammates. and every day i will close this game sad
"cel mai bun anti-cheat,sterge ti va jocu.",0,cel mai bun anticheatsterge ti va jocu.
"Billion dollar company, but cant fix good anti-cheat ♥♥♥♥♥♥♥♥ company!!!",0,billion dollar company but cant fix good anticheat  company!!!
i have eror when i click the start game botteb says can not connect to any offical server if you know any way to fix this tell me in the comments.,0,i have eror when i click the start game botteb says can not connect to any offical server if you know any way to fix this tell me in the comments.
"worst way to gamble ever, 1056 hours of opening cases and only got one knife worth 120$. cooked",0,worst way to gamble ever 1056 hours of opening cases and only got one knife worth 120. cooked
"It's counter strike, come on. Everybody and your babushka knows it, play it, wank to it, enjoy it honestly decent but needs more MURICA, not RUSSIA sorry haha :D jokes",1,it's counter strike come on. everybody and your babushka knows it play it wank to it enjoy it honestly decent but needs more murica not russia sorry haha d jokes
FACEIT challenge your mentality <3,1,faceit challenge your mentality 3
no sex with players at all 2/10 *angry emoji*,0,no sex with players at all 210 angry emoji
Russian hackers swear at you :(,0,russian hackers swear at you
theres always a mad Chinese,0,theres always a mad chinese
sum bs i sware,1,sum bs i sware
very good cool game. angry russian. thank you volvo administration for cool shiny knife for kidney,1,very good cool game. angry russian. thank you volvo administration for cool shiny knife for kidney
ive had six games in a row where i had a someone spin boting i paid for prime status and all i get is lobbys with cheaters and they never get kicked when everyone reports them,0,ive had six games in a row where i had a someone spin boting i paid for prime status and all i get is lobbys with cheaters and they never get kicked when everyone reports them
I have Stockholm syndrome and a gambling addiction because of this game.,1,i have stockholm syndrome and a gambling addiction because of this game.
This game is bad for me but i love it,1,this game is bad for me but i love it
"most braindead game ever ts ♥♥♥♥ m,ust be fixedd 
",0,most braindead game ever ts  must be fixedd
Wouldn't recommend this to anyone at all.,0,wouldn't recommend this to anyone at all.
valve fix vac pls.,0,valve fix vac pls.
"Please vacban them all, cheaters are all over the game already.",0,please vacban them all cheaters are all over the game already.
the game is full of cheaters... 20 games in a row..cheaters.. never play this game,0,the game is full of cheaters... 20 games in a row..cheaters.. never play this game
Unplayable if you dont use 3rd party websites for matchmaking..,0,unplayable if you dont use 3rd party websites for matchmaking..
"200+ hours in and I can finally understand why Counter-Strike has remained popular for so many years.

CS2 is simple on the surface—plant the bomb, defuse the bomb—but the skill ceiling is incredibly high. Every match feels different, and there is always something to improve, whether it's aim, positioning, utility usage, or teamwork.

The graphics and lighting look great in Source 2, and getting that clean headshot never gets old. Premier can be frustrating at times, but winning a close match with friends makes it all worth it.

Still learning, still improving, and still queueing for ""one more game.""

200+ hours played and I'm nowhere near mastering it. Recommended.",1,"200 hours in and i can finally understand why counterstrike has remained popular for so many years.

cs2 is simple on the surfaceplant the bomb defuse the bombbut the skill ceiling is incredibly high. every match feels different and there is always something to improve whether it's aim positioning utility usage or teamwork.

the graphics and lighting look great in source 2 and getting that clean headshot never gets old. premier can be frustrating at times but winning a close match with friends makes it all worth it.

still learning still improving and still queueing for one more game.

200 hours played and i'm nowhere near mastering it. recommended."
Instead of ban cheater they will lower your trust factor :))),0,instead of ban cheater they will lower your trust factor
off all the hoes in this generation there are less hoes that cheat then russians who cheat on this game,0,off all the hoes in this generation there are less hoes that cheat then russians who cheat on this game
it was better back in the time but now its full of cheaters and bots I have the footage of a cheat in my first premiere and they call it luck,0,it was better back in the time but now its full of cheaters and bots i have the footage of a cheat in my first premiere and they call it luck
very very good brother,1,very very good brother
one of the best shooting games out there btw,1,one of the best shooting games out there btw
it a good game  and it is hard,1,it a good game  and it is hard
they cheatin every won i will not play,0,they cheatin every won i will not play
"peak. dont needa lot to run, W game",1,peak. dont needa lot to run w game
terrible sandwich by the way,0,terrible sandwich by the way
"If i tried to shoot myself by this games logic, the gun despite being in my mouth would still somehow miss",0,if i tried to shoot myself by this games logic the gun despite being in my mouth would still somehow miss
"Horrible ""greifing"" problem.

Game isn't good for casual players but if you play competitively (unlikely you do) the game is bearable.",0,"horrible greifing problem.

game isn't good for casual players but if you play competitively unlikely you do the game is bearable."
Most of my hours I forgot my PC was on.,0,most of my hours i forgot my pc was on.
"Lots of hacker, unfair match making, too many reports yet no punishment on reported players.",0,lots of hacker unfair match making too many reports yet no punishment on reported players.
i love this game but yall need to ban these youtube accounts. ik they are trying to spread the gospel put they are annoying,1,i love this game but yall need to ban these youtube accounts. ik they are trying to spread the gospel put they are annoying
no knife only cheaters,0,no knife only cheaters
"Biggest piece of ♥♥♥♥ gun mechanics in my gaming experience, but yet I keep playing",0,biggest piece of  gun mechanics in my gaming experience but yet i keep playing
I just the best shooter game there is. It is simple but really complex at the same time,1,i just the best shooter game there is. it is simple but really complex at the same time
"Very comfortng game i enjoy it very much, good teammates all the time",1,very comfortng game i enjoy it very much good teammates all the time
Full of cheaters. Impossible to play the game,0,full of cheaters. impossible to play the game
i would recommend it to people who like to cheat since thge entire top 100 is with cheaters who advertise it so if you like to cheat go for it and show your world how amazing you are with cheats,1,i would recommend it to people who like to cheat since thge entire top 100 is with cheaters who advertise it so if you like to cheat go for it and show your world how amazing you are with cheats
"Very addicting, do reccomend if you want an addiction",1,very addicting do reccomend if you want an addiction
i suck so clearly its the games fault,0,i suck so clearly its the games fault
"Too many cheaters, unplayable",0,too many cheaters unplayable
hit boc nhu cak,0,hit boc nhu cak
fun with friends stragers troll,1,fun with friends stragers troll
i absolutely agree with your opinion jai modi vande mataram jai godse,1,i absolutely agree with your opinion jai modi vande mataram jai godse
"Friend got me to try the game. It was going well for a while, I'm new to tac shooters so my KD isn't great, but I'm learning the ropes, playing casual, so no issue. Then one game a vote kick gets started on me for no reason. Odd, but whatever, just a raging neckbeard, it votes no and we move on. except he didn't, and procedes to try and kill me in spawn. Obv I shoot back, another teammate gets confused and kills me, never even left spawn. Next round starts, same thing, failed vote kick, he tries to shoot me in spawn, I defend myself, he dies, I never shot first. Now here's the reason for the bad review, *I* got kicked for shooting teammates, and got a temp ban. Not the guy who shot first every round, not the guy that killed me for no reason, I got banned for defending myself from my own teammate. Normally with online games you can ignore the trolls, I always have voice chat turned off, or with throwers you can still play the game and ignore them, but I can't ignore friendly fire, and the game handles it as me cheating and not him? Nah, that just proves that people only play this game to gamble crates, cause if any other multiplayer game did this then their review section would be (rightfully) nuked",0,friend got me to try the game. it was going well for a while i'm new to tac shooters so my kd isn't great but i'm learning the ropes playing casual so no issue. then one game a vote kick gets started on me for no reason. odd but whatever just a raging neckbeard it votes no and we move on. except he didn't and procedes to try and kill me in spawn. obv i shoot back another teammate gets confused and kills me never even left spawn. next round starts same thing failed vote kick he tries to shoot me in spawn i defend myself he dies i never shot first. now here's the reason for the bad review i got kicked for shooting teammates and got a temp ban. not the guy who shot first every round not the guy that killed me for no reason i got banned for defending myself from my own teammate. normally with online games you can ignore the trolls i always have voice chat turned off or with throwers you can still play the game and ignore them but i can't ignore friendly fire and the game handles it as me cheating and not him? nah that just proves that people only play this game to gamble crates cause if any other multiplayer game did this then their review section would be rightfully nuked
nice game poilte people,1,nice game poilte people
"Overall, the game is good, if you don't count some toxic players. It's better to buy Prime right away, because without it there are a lot of cheaters. If you are 14 or older, play on Faceit, they have a good anti-cheat. By the way, if you want to train, play CyberShoke, or if you want to participate in tournaments for not very big money, you can try FastCup (not an advertisement, I played myself and won 20 dollars from FastCup).",1,overall the game is good if you don't count some toxic players. it's better to buy prime right away because without it there are a lot of cheaters. if you are 14 or older play on faceit they have a good anticheat. by the way if you want to train play cybershoke or if you want to participate in tournaments for not very big money you can try fastcup not an advertisement i played myself and won 20 dollars from fastcup.
"this game is broken
matchmaking is broken
trust factor is broken",0,"this game is broken
matchmaking is broken
trust factor is broken"
"Overall sucks, graphics are good, but the gun selection sucks (I was expecting much more than 15 for a realistic shooter game), and the fact u cant scope with guns is crazy. Runs ok, but graphics setting dont change anything in my experience. I would not recommend, just like all other free fps games, just plain mid. 

Edit: Now yes, i admit that I dont play shooter games at all, but all of my friends were saying it is so good, and it just does not live up to the hype, it was not so interesting for a shooter game, like its very slow paced and there are barely and screen effects. Still do not recommend.

PLS no hurtful comments. Or u will be exiled to the isle of CS2 (Cows Shooting 2)

The more I play this game, the worse it seems.",0,"overall sucks graphics are good but the gun selection sucks i was expecting much more than 15 for a realistic shooter game and the fact u cant scope with guns is crazy. runs ok but graphics setting dont change anything in my experience. i would not recommend just like all other free fps games just plain mid. 

edit now yes i admit that i dont play shooter games at all but all of my friends were saying it is so good and it just does not live up to the hype it was not so interesting for a shooter game like its very slow paced and there are barely and screen effects. still do not recommend.

pls no hurtful comments. or u will be exiled to the isle of cs2 cows shooting 2

the more i play this game the worse it seems."
In every single game are cheaters dont recommend,0,in every single game are cheaters dont recommend
its very very nice game,1,its very very nice game
blatant spinbotters and wallers literally just posted people spinbotting onto youtube today,0,blatant spinbotters and wallers literally just posted people spinbotting onto youtube today
it is so good but it has cheaters,1,it is so good but it has cheaters
"best game except cheaters and toxicity
spent too much money bery bad xaxa",1,"best game except cheaters and toxicity
spent too much money bery bad xaxa"
Game full of cheaters and its buggy as hell,0,game full of cheaters and its buggy as hell
"Everything about the game is amazing.

This game got everything you need:

- Cosmetics can be sold for money.
- Unique patterns on certain cosmetics.
- Unique wear ratings on weapon skins.
- Unlockable cosmetics through gambling with loot boxes for weapon skins, stickers, playable agents and many more.
- Possibility to trade-up and gamble bad skins for cool skins.
- Valuable cosmetics that can only be applied once and can be destroyed forever.
- A stock market like environment with huge losses or winnings. 

Premier and Competitive are fun minigames as well.",1,"everything about the game is amazing.

this game got everything you need

 cosmetics can be sold for money.
 unique patterns on certain cosmetics.
 unique wear ratings on weapon skins.
 unlockable cosmetics through gambling with loot boxes for weapon skins stickers playable agents and many more.
 possibility to tradeup and gamble bad skins for cool skins.
 valuable cosmetics that can only be applied once and can be destroyed forever.
 a stock market like environment with huge losses or winnings. 

premier and competitive are fun minigames as well."
very good weeiko jdf,1,very good weeiko jdf
"If you wanna keep your sanity, please don't hit the install button",0,if you wanna keep your sanity please don't hit the install button
This game is Redundant at best how on earth you could call something a new game when its all the same ♥♥♥♥ from csgo with a new engine. theres no progression here no new features no new gameplay since at least 2012 good job ♥♥♥♥♥♥ marketing team,0,this game is redundant at best how on earth you could call something a new game when its all the same  from csgo with a new engine. theres no progression here no new features no new gameplay since at least 2012 good job  marketing team
not too bad lots of cheaters though,1,not too bad lots of cheaters though
"I liked the game, I got an anal fissure from teammates, 1000 anal fissures out of 10 (I got it after a match on de_dust2)",1,i liked the game i got an anal fissure from teammates 1000 anal fissures out of 10 i got it after a match on dedust2
No Had Anti Cheat Don't Install !!!!!!,0,no had anti cheat don't install !!!!!!
its okay ig but just worse in every way from cs go besides the graphics and i dont know why they replaced it with this. I'd prefer source and 1.6 over this,0,its okay ig but just worse in every way from cs go besides the graphics and i dont know why they replaced it with this. i'd prefer source and 1.6 over this
fix the anti cheat,0,fix the anti cheat
"too many hackers, plus hackers are treated like an american committing war crimes then getting a few weeks in jail, and you the legit player get treated like you did not pay taxes in america and then get sentenced life in prison",0,too many hackers plus hackers are treated like an american committing war crimes then getting a few weeks in jail and you the legit player get treated like you did not pay taxes in america and then get sentenced life in prison
"fuuuull of cheaters , no one is doing nothing , easly can cheat",0,fuuuull of cheaters  no one is doing nothing  easly can cheat
"if you are suicidal before this game, you will be pushed over the edge by the time you hit 1k hours",0,if you are suicidal before this game you will be pushed over the edge by the time you hit 1k hours
i selled my wife for internet connection,1,i selled my wife for internet connection
its a really fun game,1,its a really fun game
this game will break your brain,1,this game will break your brain
I very like CS2。,1,i very like cs2
"After 23 years of playing, it's official: Gabe is so fat that he doesn't care about this game full of cheaters and bot farms, and Gabe thinks he can hide his obesity behind his ugly glasses. Choke on a chicken bone, you fat bastard...

Don't play this game - it's a 100% online gambling site for kids disguised as a game!",0,"after 23 years of playing it's official gabe is so fat that he doesn't care about this game full of cheaters and bot farms and gabe thinks he can hide his obesity behind his ugly glasses. choke on a chicken bone you fat bastard...

don't play this game  it's a 100 online gambling site for kids disguised as a game!"
FIX THE CHEATERS NOT SPENDING ANOTHER DIME ON THIS DOG**** GAME literally unplayable,0,fix the cheaters not spending another dime on this dog game literally unplayable
It is one of the best games I have played. At first as a beginner it was pretty hard but playing more will pay off and improve ur skills,1,it is one of the best games i have played. at first as a beginner it was pretty hard but playing more will pay off and improve ur skills
Gold x3 and bug eaters.,1,gold x3 and bug eaters.
like it with friends,1,like it with friends
"This game is a complete scam in 90% of matches. The fat guy from VALVE doesn't care about bans. Someone needs to go to prison, and this company needs to be punished.",0,this game is a complete scam in 90 of matches. the fat guy from valve doesn't care about bans. someone needs to go to prison and this company needs to be punished.
EaZy Peazy !!lemon SQUUEZZYyy,1,eazy peazy !!lemon squuezzyyy
Always a solid choice,1,always a solid choice
"So, I heard you like getting screamed at by four strangers who speak barely intelligebly, and good news!

-- This is the game for you!!! --

Anyways we all know hot they massacred our boys (older cs version) but this is still playable sometimes...

Yeah uhh go commit autofellatio please",1,"so i heard you like getting screamed at by four strangers who speak barely intelligebly and good news!

 this is the game for you!!! 

anyways we all know hot they massacred our boys older cs version but this is still playable sometimes...

yeah uhh go commit autofellatio please"
"fun just open all the cases you can
",1,fun just open all the cases you can
trung tâm tình dục học xin kính chào quý khách,1,trung tm tnh dc hc xin knh cho qu khch
"cheers dits, now my nans crouched behind the dining room table saying plant",0,cheers dits now my nans crouched behind the dining room table saying plant
Sometimes good sometimes makes you go insane,1,sometimes good sometimes makes you go insane
You get free stuff to sell on the market per week. All hail Lord Gaben!,1,you get free stuff to sell on the market per week. all hail lord gaben!
we hate it but we cant delete it,1,we hate it but we cant delete it
Helps if you are not addicted to skins.,1,helps if you are not addicted to skins.
game is full of obvious no shame cheaters and valve do not care because idiots spends all their money on skins,0,game is full of obvious no shame cheaters and valve do not care because idiots spends all their money on skins
It's both terrible how the developers seem to have abandoned it.,0,it's both terrible how the developers seem to have abandoned it.
I love counter striking :D,1,i love counter striking d
maybe I can recommend this game after all,1,maybe i can recommend this game after all
"insane game played before
",1,insane game played before
pls fix vacnet and ban poland or turkish region(dont ban plyushhh),0,pls fix vacnet and ban poland or turkish regiondont ban plyushhh
cool but need money for skins :(,1,cool but need money for skins
"i am the glock guy
i rush b with green
i headshot a ct hiding in car
i am the glock guy
i am getting votekicked for being a useless teammate
i am the glock guy
i use triple burst
i like to throw flashes at my t spawn
i am the glock guy
i kill anyone who isnt using a glock in pistol round
i am the glock guy
i go around glocking everyone
i am the glock guy",1,"i am the glock guy
i rush b with green
i headshot a ct hiding in car
i am the glock guy
i am getting votekicked for being a useless teammate
i am the glock guy
i use triple burst
i like to throw flashes at my t spawn
i am the glock guy
i kill anyone who isnt using a glock in pistol round
i am the glock guy
i go around glocking everyone
i am the glock guy"
fun to play with friends and if you become good you will enyo it really much,1,fun to play with friends and if you become good you will enyo it really much
lost my virginity through esex in this game,0,lost my virginity through esex in this game
I DON T RECOMEND THIS GAME IF U HAVE NOT IRON NERVES AND A BIG HISTORY OF HORROR GAMES ALSO IF U DONT WANT TO PUNCH SOMEONE IN THE FACE FOR LITLE THINGS ALSO IF U HAVE A WIFE BECOUSE SHE WILL COMPLAIN ABOUT TIME THAT U SPEND ON THAT GAME  ALSO IF U DONT WANT TO SPEND ALL THE MONEY U HAVE ALSO IF U DONT WANT TO FORGET HOW TO SLEEP ALSO IF U DONT KNOW HOW TO SHOOT.. I HATE BAD PLAYERS THATS WHY. BUT ANYWAYS F*CK ME I LOVE THIS GAME<3,0,i don t recomend this game if u have not iron nerves and a big history of horror games also if u dont want to punch someone in the face for litle things also if u have a wife becouse she will complain about time that u spend on that game  also if u dont want to spend all the money u have also if u dont want to forget how to sleep also if u dont know how to shoot.. i hate bad players thats why. but anyways fck me i love this game3
"stopped playing for a couple months, spawned into a couple games and died instantly from headshots. games have been ruined by cheating.

any game that has a monatary reward for play is doomed.",0,"stopped playing for a couple months spawned into a couple games and died instantly from headshots. games have been ruined by cheating.

any game that has a monatary reward for play is doomed."
Super Fun but beware of all the cheaters!!  LOL,1,super fun but beware of all the cheaters!!  lol
Too much cheater problem valve no fix got same cheater in my game four times in a row,0,too much cheater problem valve no fix got same cheater in my game four times in a row
ferrari peek c.ka c.ka bl.at bl.at,1,ferrari peek c.ka c.ka bl.at bl.at
"If you enjoy russians screaming down the mic, this is the game for you",1,if you enjoy russians screaming down the mic this is the game for you
♥♥♥♥♥♥♥ horrible experience (reinstalled 40 mins later),0,horrible experience reinstalled 40 mins later
"It is ♥♥♥♥♥♥ game for big dogs

",1,it is  game for big dogs
"I've played CS in some shape or form for most of my life. I took a break for a couple of years but started playing again pretty recently.

What is up with this game right now? There are blatant cheaters every other game and VAC live or whatever isnt doing ♥♥♥♥.
And its not like my trust factor is low; I cant even imagine what the game is like for new players. Is this really how Valve wants new players, or anyone for that matter, to experience the game? People have to resort to third-party matchmaking pools to even attempt playing a fair game.
They fully embraced the infinite money printing machine that is skins and cases, and went full corporate-greed-mode. There is NO other reason CS2 exists, because they clearly do not care anymore.

Its such a shame honestly. Fix your ♥♥♥♥♥♥♥ game.",0,"i've played cs in some shape or form for most of my life. i took a break for a couple of years but started playing again pretty recently.

what is up with this game right now? there are blatant cheaters every other game and vac live or whatever isnt doing .
and its not like my trust factor is low i cant even imagine what the game is like for new players. is this really how valve wants new players or anyone for that matter to experience the game? people have to resort to thirdparty matchmaking pools to even attempt playing a fair game.
they fully embraced the infinite money printing machine that is skins and cases and went full corporategreedmode. there is no other reason cs2 exists because they clearly do not care anymore.

its such a shame honestly. fix your  game."
"If you like ♥♥♥♥♥♥♥ players randomly disconnecting then reconnecting to the game and then start being actuall raidboss - spinning, headshooting everyone on map, wallbanging, then this is the game for you. Enjoy in this low effort game build on top of the casino :) CS 2 - Cheat Simulator 2",0,if you like  players randomly disconnecting then reconnecting to the game and then start being actuall raidboss  spinning headshooting everyone on map wallbanging then this is the game for you. enjoy in this low effort game build on top of the casino  cs 2  cheat simulator 2
"game is for fat ass chuds , that is all",0,game is for fat ass chuds  that is all
cheaters and farm bots nothing else,0,cheaters and farm bots nothing else
"servers run worse than csgo. half my matches if not more get nothing but stutter regardless of a wired or wireless connection. really would've appreciated the revamp more if they actually worked to get their servers up to speed with their vision. there should be no world where i shoot a guy twice with an awp and have zero damage registered but die instantly behind cover.

anyways i love this game it's fun but i think i'd rather pull my teeth out with a pair of rusty plumbing pliers. anyways ima hop on cs see yall.",0,"servers run worse than csgo. half my matches if not more get nothing but stutter regardless of a wired or wireless connection. really would've appreciated the revamp more if they actually worked to get their servers up to speed with their vision. there should be no world where i shoot a guy twice with an awp and have zero damage registered but die instantly behind cover.

anyways i love this game it's fun but i think i'd rather pull my teeth out with a pair of rusty plumbing pliers. anyways ima hop on cs see yall."
the perfect game :D,1,the perfect game d
"Remove player collision in regular matchmaking, as well as friendly fire.
Leave these functions only for Prime mode.",0,"remove player collision in regular matchmaking as well as friendly fire.
leave these functions only for prime mode."
"I got banned for using cheating. I swear I never cheat.
",1,i got banned for using cheating. i swear i never cheat.
"♥♥♥♥ ass ♥♥♥♥♥♥ game
still a ♥♥♥♥♥♥ ♥♥♥♥♥♥♥ retarded game with only ♥♥♥♥♥♥♥ retarded ukrainians and russians",0,"ass  game
still a   retarded game with only  retarded ukrainians and russians"
I LOVE KILLING TERRORISTS,1,i love killing terrorists
getting into this game in lord's year 2026 feels like a curse but unfortunately i'm enjoying it that much,1,getting into this game in lord's year 2026 feels like a curse but unfortunately i'm enjoying it that much
"The game is cool, you have guns, you have fun (sometimes), you can shoot enemy cool, but enemy has cheat, they jump and headshot, not fun, VAC live is good, the cheaters are just better, I would recommend!",0,the game is cool you have guns you have fun sometimes you can shoot enemy cool but enemy has cheat they jump and headshot not fun vac live is good the cheaters are just better i would recommend!
"Scisne Maledictionem Scientiae?
​
Do you know the Curse of Knowledge?

Connaissez‑vous la Malédiction du Savoir ?

Вы знаете «Проклятие знания»?
 
Kennen Sie den Fluch des Wissens?

Conosci la Maledizione della Conoscenza?

¿Conoces la Maldición del Conocimiento?
 
Você conhece a Maldição do Conhecimento?
 
هل تعرف لعنة المعرفة؟
  
क्या तुम्हें ज्ञान का श्राप पता है?
 
คุณรู้จักคำสาปแห่งความรู้ไหม?
 
Bạn có biết Lời nguyền tri thức không?
​
​'지식의 저주' 아시나요?
​
​「知識の呪い」をご存知ですか？
​
​你知道「知識的詛咒」嗎？
​
​你知道“知识的诅咒”吗？",0,"scisne maledictionem scientiae?

do you know the curse of knowledge?

connaissezvous la maldiction du savoir ?

   ?
 
kennen sie den fluch des wissens?

conosci la maledizione della conoscenza?

conoces la maldicin del conocimiento?
 
voc conhece a maldio do conhecimento?
 
   
  
      ?
 
?
 
bn c bit li nguyn tri thc khng?

' ' ?"
Cheaters in every single game.,0,cheaters in every single game.
"Good game
+u can learn russian Language

",1,"good game
u can learn russian language"
The game is complete trash. Cheaters are encountered in almost every round; only the Faceit platform saves this game.,1,the game is complete trash. cheaters are encountered in almost every round only the faceit platform saves this game.
too many good players,0,too many good players
Nice game But if you dont have aim (like me) Play it just to enjoy the view of the map,1,nice game but if you dont have aim like me play it just to enjoy the view of the map
"♥♥♥♥ GAME ONLY CHEATERS EVEN IN  HIGH TRUST FACTOR GO DELETE.,",0,game only cheaters even in  high trust factor go delete.
Bastante bueno un 10.4/17.89,1,bastante bueno un 10.417.89
very fun but sometimes my friend vassi plays bad so i have to carry,1,very fun but sometimes my friend vassi plays bad so i have to carry
they countered my strike and now im sad :(,0,they countered my strike and now im sad
"addiction, gambling, bad players good player swearing shouting  screaming torturing retarded moments, 500iq moments funny moments",0,addiction gambling bad players good player swearing shouting  screaming torturing retarded moments 500iq moments funny moments
just play for crates otherwise dont,1,just play for crates otherwise dont
Very skillful much rage,1,very skillful much rage
"So basically you get timeout because of kicking teammates, but people who cheat no?
Okay nice valve",0,"so basically you get timeout because of kicking teammates but people who cheat no?
okay nice valve"
"PLAYING SINCE 2012 .
AWESOME ......",1,"playing since 2012 .
awesome ......"
a very fun game,1,a very fun game
"Counter-Strike 2:

Is a hard game for me to review, because my opinion has changed a lot over time.

When I was younger, Counter-Strike was easily an 8.5/10 experience for me. The combat, gunplay, teamwork, economy system, and round-based matches are still some of the best in any multiplayer FPS. It is simple to understand but hard to master, and that is what makes it so addictive. One good clutch, one clean headshot, or one close match can still remind you why this series became so popular.

CS2 also brings the game onto Source 2, with upgraded maps, better visuals, dynamic smoke grenades, redesigned audio/visual effects, and the move from CS:GO into the newer version. On paper, it is still one of the most important competitive shooters on PC.

The problem is that I do not enjoy it the same way anymore. The gameplay loop is still addictive, but it is also very repetitive, and the biggest issue for me is cheaters. In a game this competitive, cheaters can ruin the whole experience very quickly. When the match feels fair, CS2 can still be great. When it does not, it becomes frustrating fast.

The achievement side is almost not worth talking about anymore. Since CS:GO became CS2, there is basically just one achievement, so it is easy, but not really a proper achievement hunt.

I would recommend Counter-Strike 2 only to certain FPS players. If you enjoy competitive shooters and can handle the learning curve, repetition, and possible cheater problems, there is still a great game here. For me personally.

Overall: great combat and an iconic FPS, but hard to enjoy when cheaters ruin the match.",1,"counterstrike 2

is a hard game for me to review because my opinion has changed a lot over time.

when i was younger counterstrike was easily an 8.510 experience for me. the combat gunplay teamwork economy system and roundbased matches are still some of the best in any multiplayer fps. it is simple to understand but hard to master and that is what makes it so addictive. one good clutch one clean headshot or one close match can still remind you why this series became so popular.

cs2 also brings the game onto source 2 with upgraded maps better visuals dynamic smoke grenades redesigned audiovisual effects and the move from csgo into the newer version. on paper it is still one of the most important competitive shooters on pc.

the problem is that i do not enjoy it the same way anymore. the gameplay loop is still addictive but it is also very repetitive and the biggest issue for me is cheaters. in a game this competitive cheaters can ruin the whole experience very quickly. when the match feels fair cs2 can still be great. when it does not it becomes frustrating fast.

the achievement side is almost not worth talking about anymore. since csgo became cs2 there is basically just one achievement so it is easy but not really a proper achievement hunt.

i would recommend counterstrike 2 only to certain fps players. if you enjoy competitive shooters and can handle the learning curve repetition and possible cheater problems there is still a great game here. for me personally.

overall great combat and an iconic fps but hard to enjoy when cheaters ruin the match."
I dislike that there is a lot fo cheaters and community is really toxic leaving and ruinning competitive play everything else is great,1,i dislike that there is a lot fo cheaters and community is really toxic leaving and ruinning competitive play everything else is great
THIS GAME IS THE BEST IN THE WORLD,1,this game is the best in the world
its great but the russians,1,its great but the russians
so far i like this game,1,so far i like this game
I love realistic shooting games so i really love playing cs,1,i love realistic shooting games so i really love playing cs
I meet a Russian guy his kid was crying and hewas beating his wife 10/10,1,i meet a russian guy his kid was crying and hewas beating his wife 1010
Disparad en la brecha,1,disparad en la brecha
Increase XP gain in Deathmatch,0,increase xp gain in deathmatch
die die die die,1,die die die die
